발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별_대분류,가해자_당사자종별,피해자_당사자종별_대분류,피해자_당사자종별,경도,위도,발생분,부상자수,CCTV설치유무,보호구역지정일
2018,2018-01-27 23:11,야,토,1,1.0,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,과속_,단일로,기타단일로,승용차_,승용차_,보행자_,보행자_,127.4439763,36.34810548,,,없음,20190331
2015,2015-05-23 0:43,야,토,1,1.0,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,승용차_,대형_,보행자_,보행자_,129.3199734,35.52839656,,,없음,20220414
2015,2015-07-17 23:28,야,금,2,2.0,0,0,0,울산,남구,차대사람,기타,기타,운전자법규위반,과속_,단일로,기타단일로,승용차_,중형_,보행자_,보행자_,129.3209037,35.52808501,,,없음,20220414
2020,2020-09-24 00,야,목,1,,0,0,0,울산,중구,차대차,측면충돌,측면충돌,,_과속,교차로,교차로내,_,화물차_,_,이륜차_,129.3234036,35.57955063,,0.0,있음,20220211
2023,2023-01-18 19:00,야,수,1,,0,0,0,울산,울주군,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,129.2802753,35.41610862,,0.0,없음,20211122
2017,2017-09-14 0:00,야간,목,1,1.0,0,0,0,울산,동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_승합차,_승합차,_보행자,_보행자,129.4183166,35.48922527,10.0,,없음,20211112
2021,2021-03-29 11:00,주,월,1,,0,0,0,울산,동구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,승용차_,_,보행자_,129.4168568,35.48995165,,0.0,없음,20211112
2018,2018-03-22 23:35,야,목,1,1.0,0,0,0,울산,동구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,이륜차_,이륜차_,없음_,없음_,129.4315604,35.51385029,,,없음,20211112
2015,2015-03-10 22:15,야,화,1,1.0,0,0,0,울산,동구,차대차,측면충돌,측면충돌,운전자법규위반,과속_,교차로,교차로내,승용차_,대형_,이륜차_,소형_,129.4196269,35.48731127,,,없음,20211112
2015,2015-06-14 3:40,야,일,1,1.0,0,0,0,울산,동구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,기타/불명,기타/불명,이륜차_,중형_,없음_,없음_,129.4233061,35.4839802,,,없음,20211112
2015,2015-12-17 22:40,야,목,1,1.0,0,0,0,울산,동구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,이륜차_,소형_,없음_,없음_,129.4124911,35.53268008,,,없음,20211112
2017,2017-09-10 4:00,야간,일,1,1.0,0,0,0,울산,동구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_이륜차,_이륜차,_없음,_없음,129.4142781,35.53362534,10.0,,없음,20211112
2021,2021-08-22 12:00,주,일,1,,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,,_안전거리 미확보,단일로,기타단일로,_,승합차_,_,자전거_,129.1352175,35.50519638,,0.0,없음,20211104
2015,2015-10-20 1:00,야,화,1,1.0,0,0,0,울산,울주군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,대형_,화물차_,대형_,129.1213161,35.55953995,,,없음,20211104
2017,2017-04-05 14:00,주간,수,1,1.0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로횡단보도내,_화물차,_화물차,_보행자,_보행자,129.1247042,35.56286609,40.0,,없음,20211104
2019,2019-07-12 06,주,금,1,,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,이륜차_,_,화물차_,129.1220828,35.56364066,,0.0,없음,20211104
2021,2021-11-10 6:00,주,수,1,,0,0,0,울산,울주군,차대사람,횡단중,횡단중,,_신호위반,교차로,교차로내,_,승합차_,_,보행자_,129.1222342,35.56348536,,0.0,없음,20211104
2015,2015-07-13 11:32,주,월,1,1.0,0,0,0,울산,남구,차대차,기타,기타,운전자법규위반,안전거리 미확보_,단일로,기타단일로,화물차_,대형_,자전거_,자전거_,129.3089138,35.50390642,,,있음,20210112
2023,2023-07-15 18:00,야,토,1,,0,0,0,울산,울주군,차대사람,기타,기타,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,129.3405446,35.38540032,,0.0,없음,20201208
2016,2016-03-08 11:00,주간,화,1,1.0,0,0,0,울산,울주군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승합차,_경형,_,_,129.2334684,35.59914278,35.0,,없음,20201208
2016,2016-02-22 18:00,야간,월,1,1.0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_대형,_보행자,_보행자,129.2333601,35.59974836,37.0,,없음,20201208
2016,2016-03-08 11:00,주간,화,1,1.0,0,0,0,울산,울주군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승합차,_경형,_,_,129.2334684,35.59914278,35.0,,있음,20201208
2016,2016-02-22 18:00,야간,월,1,1.0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_대형,_보행자,_보행자,129.2333601,35.59974836,37.0,,있음,20201208
2018,2018-11-30 3:00,야,금,1,1.0,0,0,0,울산,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,승용차_,보행자_,보행자_,129.4282171,35.48562368,,,없음,20201003
2015,2015-06-03 0:10,야,수,1,2.0,1,0,0,울산,동구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범_,단일로,기타단일로,승용차_,중형_,이륜차_,중형_,129.4201262,35.50829033,,,없음,20201003
2017,2017-08-07 1:00,야간,월,1,1.0,0,0,0,울산,동구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_이륜차,_이륜차,_없음,_없음,129.422305,35.51134777,53.0,,없음,20201003
2015,2015-04-02 7:10,주,목,1,1.0,0,0,0,울산,동구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,원동기장치자전거_,원동기장치자전거_,없음_,없음_,129.426354,35.49161238,,,없음,20201003
2018,2018-11-18 18:05,야,일,1,1.0,0,0,0,울산,동구,차대사람,차도통행중,차도통행중,운전자법규위반,과속_,단일로,기타단일로,승용차_,승용차_,보행자_,보행자_,129.4272931,35.49539271,,,없음,20201003
2021,2021-09-11 19:00,야,토,1,,0,1,0,울산,동구,차대차,측면충돌,측면충돌,,_중앙선 침범,단일로,기타단일로,_,이륜차_,_,이륜차_,129.4269192,35.49404642,,1.0,없음,20201003
2022,2022-11-28 18:00,야,월,1,,0,0,0,울산,동구,차대차,측면충돌,측면충돌,,_안전거리 미확보,단일로,기타단일로,_,이륜차_,_,승합차_,129.4283152,35.49987487,,0.0,없음,20201003
2021,2021-06-12 18:00,야,토,1,,0,0,0,울산,중구,차량단독,공작물충돌,공작물충돌,,_신호위반,교차로,교차로부근,_,이륜차_,_,없음_,129.3244669,35.56658886,,0.0,없음,20200624
2023,2023-01-18 19:00,야,수,1,,0,0,0,울산,울주군,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,129.2802753,35.41610862,,0.0,있음,20191206
2023,2023-03-03 8:00,주,금,1,,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,,_중앙선 침범,단일로,기타단일로,_,사륜오토바이(ATV)_,_,승용차_,129.2158512,35.48574799,,0.0,없음,20191206
2018,2018-05-23 7:47,주,수,1,1.0,0,0,0,울산,울주군,차대차,기타,기타,운전자법규위반,중앙선 침범_,단일로,기타단일로,승합차_,승합차_,자전거_,자전거_,129.298638,35.48558787,,,있음,20191011
2015,2015-03-07 19:30,야,토,1,1.0,0,0,0,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,신호위반_,교차로,교차로내,승용차_,소형_,보행자_,보행자_,129.336005,35.54808595,,,있음,20190331
2017,2017-12-23 4:00,야간,토,1,1.0,0,0,0,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_화물차,_화물차,_보행자,_보행자,129.335299,35.54421118,35.0,,있음,20190331
2017,2017-07-05 21:00,야간,수,1,1.0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,신호위반_,교차로,교차로부근,_승용차,_승용차,_보행자,_보행자,129.2497029,35.5330609,38.0,,없음,20190331
2017,2017-07-31 18:00,야간,월,1,1.0,0,0,0,울산,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,129.3399454,35.56073715,45.0,,있음,20190331
2022,2022-03-29 23:00,야,화,1,,0,0,0,울산,중구,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,129.3385904,35.56130775,,0.0,있음,20190331
2022,2022-04-25 23:00,야,월,1,,0,0,0,울산,중구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,129.3384824,35.56140856,,0.0,있음,20190331
2023,2023-02-12 10:00,주,일,1,,0,0,0,울산,중구,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,승용차_,_,사륜오토바이(ATV)_,129.3413113,35.55678571,,0.0,있음,20190331
2017,2017-07-31 18:00,야간,월,1,1.0,0,0,0,울산,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,129.3399454,35.56073715,45.0,,없음,20190331
2022,2022-03-29 23:00,야,화,1,,0,0,0,울산,중구,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,129.3385904,35.56130775,,0.0,없음,20190331
2022,2022-04-25 23:00,야,월,1,,0,0,0,울산,중구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,129.3384824,35.56140856,,0.0,없음,20190331
2023,2023-02-12 10:00,주,일,1,,0,0,0,울산,중구,차대차,측면충돌,측면충돌,,_기타,교차로,교차로내,_,승용차_,_,사륜오토바이(ATV)_,129.3413113,35.55678571,,0.0,없음,20190331
2020,2020-04-10 23,야,금,1,,0,0,0,울산,중구,차량단독,공작물충돌,공작물충돌,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,없음_,129.315494,35.56500247,,0.0,있음,20190331
2021,2021-11-20 17:00,주,토,1,,0,0,0,울산,중구,차대사람,기타,기타,,_안전운전 의무 불이행,교차로,교차로부근,_,승용차_,_,보행자_,129.3113246,35.56064779,,0.0,있음,20190331
2016,2016-09-30 5:00,야간,금,1,1.0,0,0,0,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,_승용차,_중형,_보행자,_보행자,129.3348029,35.55729064,8.0,,있음,20190331
2018,2018-11-23 12:39,주,금,1,1.0,0,0,0,울산,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,화물차_,보행자_,보행자_,129.3339649,35.5568256,,,있음,20190331
2016,2016-09-30 5:00,야간,금,1,1.0,0,0,0,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,_승용차,_중형,_보행자,_보행자,129.3348029,35.55729064,8.0,,없음,20190331
2018,2018-11-23 12:39,주,금,1,1.0,0,0,0,울산,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,화물차_,화물차_,보행자_,보행자_,129.3339649,35.5568256,,,없음,20190331
2016,2016-11-06 21:00,야간,일,1,1.0,0,0,0,울산,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로내,_승용차,_대형,_보행자,_보행자,129.3969332,35.5281479,40.0,,없음,20190331
2020,2020-02-12 17,주,수,1,,0,1,0,울산,북구,차대차,측면충돌,측면충돌,,_신호위반,단일로,기타단일로,_,이륜차_,_,승용차_,129.3973417,35.52769973,,1.0,없음,20190331
2022,2022-03-26 18:00,야,토,1,,3,1,0,울산,북구,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,승용차_,_,승용차_,129.3891327,35.53551847,,4.0,있음,20190331
2016,2016-06-26 3:00,야간,일,1,1.0,0,0,0,울산,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_대형,_,_,129.3467152,35.63836115,12.0,,없음,20190331
2018,2018-03-12 20:55,야,월,1,1.0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승용차_,승용차_,보행자_,보행자_,129.2070822,35.46200858,,,없음,20190331
2023,2023-09-06 16:00,주,수,1,,0,0,0,울산,울주군,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승합차_,_,보행자_,129.207151,35.46213382,,0.0,없음,20190331
2016,2016-05-26 20:00,야간,목,1,1.0,0,0,0,울산,남구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반_,교차로,교차로내,_이륜차,_소형,_승용차,_중형,129.3307525,35.52956762,1.0,,있음,20190331
2020,2020-06-11 01,야,목,1,,0,0,0,울산,남구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로횡단보도내,_,승용차_,_,보행자_,129.3306069,35.52947066,,0.0,있음,20190331
2023,2023-03-02 5:00,야,목,1,,0,0,0,울산,남구,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로내,_,이륜차_,_,승용차_,129.3303482,35.5321611,,0.0,있음,20190331
2015,2015-03-10 22:15,야,화,1,1.0,0,0,0,울산,동구,차대차,측면충돌,측면충돌,운전자법규위반,과속_,교차로,교차로내,승용차_,대형_,이륜차_,소형_,129.4196269,35.48731127,,,없음,20190331
2017,2017-09-14 0:00,야간,목,1,1.0,0,0,0,울산,동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_승합차,_승합차,_보행자,_보행자,129.4183166,35.48922527,10.0,,없음,20190331
2021,2021-03-29 11:00,주,월,1,,0,0,0,울산,동구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,승용차_,_,보행자_,129.4168568,35.48995165,,0.0,없음,20190331
2017,2017-09-14 0:00,야간,목,1,1.0,0,0,0,울산,동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,교차로,교차로내,_승합차,_승합차,_보행자,_보행자,129.4183166,35.48922527,10.0,,있음,20190331
2021,2021-03-29 11:00,주,월,1,,0,0,0,울산,동구,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,지하차도(도로)내,_,승용차_,_,보행자_,129.4168568,35.48995165,,0.0,있음,20190331
2020,2020-08-07 12,주,금,1,,0,1,0,강원,원주시,차대차,측면충돌,측면충돌,,_중앙선 침범,단일로,기타단일로,_,승용차_,_,승용차_,127.8837371,37.18408633,,1.0,없음,20231218
2019,2019-08-03 18,야,토,1,,0,0,0,강원,원주시,차대차,정면충돌,정면충돌,,_중앙선 침범,단일로,기타단일로,_,사륜오토바이(ATV)_,_,화물차_,127.7987582,37.27022686,,0.0,없음,20231218
2018,2018-12-01 18:19,야,토,1,2.0,0,1,0,강원,원주시,차대차,추돌,추돌,운전자법규위반,안전거리 미확보_,단일로,기타단일로,승용차_,승용차_,건설기계_,건설기계_,127.8141506,37.28296883,,,없음,20231218
2020,2020-04-21 17,주,화,1,,0,0,0,강원,화천군,차량단독,공작물충돌,공작물충돌,,_기타,단일로,기타단일로,_,자전거_,_,없음_,127.7021317,38.11326319,,0.0,없음,20230410
2019,2019-04-12 16,주,금,1,,0,0,0,강원,홍천군,차대차,측면충돌,측면충돌,,_교차로 통행방법 위반,교차로,교차로내,_,승용차_,_,자전거_,127.8882682,37.68929715,,0.0,없음,20221101
2020,2020-08-24 14,주,월,1,,0,0,0,강원,홍천군,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,보행자_,127.8859851,37.68929834,,0.0,없음,20221101
2023,2023-03-03 16:00,주,금,1,,0,0,0,강원,홍천군,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,화물차_,_,자전거_,127.8882875,37.68929079,,0.0,없음,20221101
2016,2016-10-15 11:00,주간,토,1,1.0,0,0,0,강원,홍천군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,_이륜차,_사발이,_보행자,_보행자,127.8810357,37.68846719,50.0,,없음,20221101
2017,2017-02-17 12:00,주간,금,1,1.0,0,0,0,강원,홍천군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_승용차,_없음,_없음,127.8400681,37.66555881,40.0,,없음,20221101
2015,2015-12-24 17:40,주,목,1,1.0,0,0,0,강원,홍천군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,소형_,보행자_,보행자_,127.9696524,37.75526023,,,없음,20221101
2016,2016-12-09 19:00,야간,금,1,1.0,0,0,0,강원,홍천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_경형,_보행자,_보행자,128.1918032,37.68833346,28.0,,없음,20221101
2023,2023-12-20 13:00,주,수,1,,0,0,0,강원,홍천군,차량단독,전도,전도,,_안전운전 의무 불이행,단일로,기타단일로,_,사륜오토바이(ATV)_,_,없음_,128.1563007,37.74849208,,0.0,없음,20221101
2019,2019-11-15 07,주,금,1,,0,0,1,강원,홍천군,차량단독,도로이탈,도로이탈 추락,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,없음_,127.9272795,37.63947436,,1.0,없음,20221101
2015,2015-08-02 9:00,주,일,1,1.0,0,0,0,강원,홍천군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,농기계_,농기계_,없음_,없음_,128.0670955,37.65653325,,,없음,20221101
2017,2017-10-08 18:00,야간,일,1,1.0,0,0,0,강원,홍천군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.8674279,37.6913045,50.0,,없음,20221101
2020,2020-03-16 00,야,월,1,,0,0,0,강원,홍천군,차량단독,공작물충돌,공작물충돌,,_과속,단일로,지하차도(도로)내,_,승용차_,_,없음_,127.850621,37.59054972,,0.0,없음,20220907
2017,2017-07-02 1:00,야간,일,1,3.0,1,1,0,강원,홍천군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_화물차,_화물차,128.40187,37.73471024,0.0,,없음,20220907
2020,2020-10-17 18,야,토,1,,0,0,0,강원,홍천군,차대차,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,이륜차_,_,승용차_,127.905612,37.70479755,,0.0,없음,20220907
2017,2017-12-21 18:00,야간,목,1,1.0,0,0,0,강원,춘천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_없음,_없음,127.7947664,37.75383545,40.0,,있음,20220701
2021,2021-05-21 21:00,야,금,1,,0,0,0,강원,양구군,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.9875124,38.22552249,,0.0,없음,20211231
2021,2021-07-06 20:00,야,화,1,,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,보행자_,127.6408527,38.03267743,,0.0,있음,20211028
2015,2015-03-23 16:25,주,월,1,1.0,0,0,0,강원,동해시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,횡단보도상,화물차_,소형_,보행자_,보행자_,129.108638,37.54768935,,,있음,20211027
2016,2016-12-18 7:00,주간,일,1,1.0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_중형,_보행자,_보행자,127.7121632,37.87873729,13.0,,있음,20210304
2016,2016-01-22 10:00,주간,금,1,2.0,1,0,0,강원,삼척시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_건설기계,_건설기계,_이륜차,_사발이,129.2430086,37.33665208,20.0,,없음,20201228
2019,2019-09-29 12,주,일,1,,0,0,0,강원,인제군,차대사람,기타,기타,,_안전운전 의무 불이행,단일로,기타단일로,_,화물차_,_,보행자_,128.2092015,38.25164581,,0.0,없음,20201228
2021,2021-12-31 21:00,야,금,1,,0,0,0,강원,양구군,차량단독,전복,전복,,_중앙선 침범,단일로,기타단일로,_,승용차_,_,없음_,127.9853861,38.09791325,,0.0,있음,20201214
2017,2017-01-09 18:00,야간,월,1,1.0,0,0,0,강원,속초시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행_,기타,기타,_승용차,_승용차,_자전거,_자전거,128.5775208,38.19516442,20.0,,있음,20190331
2018,2018-05-25 22:35,야,금,1,1.0,0,0,0,강원,속초시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,승용차_,승용차_,보행자_,보행자_,128.5752268,38.19798014,,,있음,20190331
2023,2023-07-15 20:00,야,토,1,,0,0,0,강원,속초시,차대사람,횡단중,횡단중,,_중앙선 침범,교차로,교차로부근,_,승용차_,_,보행자_,128.5775804,38.19882373,,0.0,있음,20190331
2017,2017-12-02 9:00,주간,토,1,1.0,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,과속_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,128.8848391,37.74803251,39.0,,있음,20190331
2022,2022-06-24 15:00,주,금,1,,0,0,0,강원,동해시,차대차,측면충돌,측면충돌,,_신호위반,교차로,교차로부근,_,건설기계_,_,승용차_,129.1238046,37.51630686,,0.0,있음,20190331
2016,2016-03-07 22:00,야간,월,1,2.0,1,0,0,강원,원주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_경형,_승용차,_경형,127.9685061,37.31747751,40.0,,없음,20190331
2017,2017-01-27 22:00,야간,금,1,1.0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.9692022,37.31688885,46.0,,없음,20190331
2019,2019-10-28 03,야,월,2,,3,1,0,강원,원주시,차량단독,공작물충돌,공작물충돌,,_과속,교차로,교차로부근,_,승용차_,_,없음_,127.9682583,37.31755961,,4.0,없음,20190331
2023,2023-12-27 23:00,야,수,1,,0,0,0,강원,원주시,차대사람,횡단중,횡단중,,_안전운전 의무 불이행,단일로,기타단일로,_,승용차_,_,보행자_,127.9667433,37.31894472,,0.0,없음,20190331
2017,2017-09-17 11:00,주간,일,1,2.0,1,0,0,강원,춘천시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_이륜차,_이륜차,127.7117508,37.91739497,35.0,,있음,20190331
2016,2016-03-23 23:00,야간,수,1,1.0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_경형,_보행자,_보행자,127.7342184,37.87364816,7.0,,있음,20190331
2016,2016-06-09 9:00,주간,목,1,1.0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_소형,_보행자,_보행자,127.7327264,37.8764632,20.0,,있음,20190331
2020,2020-08-10 06,주,월,1,,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,단일로,기타단일로,_,화물차_,_,보행자_,127.7305343,37.87725164,,0.0,있음,20190331
2017,2017-06-02 15:00,주간,금,1,2.0,0,1,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승용차,_승용차,_보행자,_보행자,127.7247026,37.8702868,0.0,,있음,20190331
2018,2018-12-06 23:59,야,목,1,1.0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승합차_,승합차_,보행자_,보행자_,127.7250231,37.87099822,,,있음,20190331
2016,2016-08-27 21:00,야간,토,1,1.0,0,0,0,강원,철원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_승합차,_소형,_,_,127.2763331,38.19223626,40.0,,있음,20190331
2015,2015-02-24 10:30,주,화,1,1.0,0,0,0,강원,춘천시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,신호위반_,단일로,횡단보도상,화물차_,소형_,보행자_,보행자_,127.7406934,37.87875453,,,있음,20190331
2017,2017-09-25 4:00,야간,월,1,1.0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,운전자법규위반,과속_,단일로,기타단일로,_승합차,_승합차,_보행자,_보행자,127.7412064,37.87915005,20.0,,있음,20190331
2022,2022-04-13 19:00,야,수,1,,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,,_보행자 보호의무 위반,교차로,교차로횡단보도내,_,승용차_,_,보행자_,127.7418327,37.87941916,,0.0,있음,20190331
2023,2023-04-18 9:00,주,화,1,,0,1,0,강원,춘천시,차대차,측면충돌,측면충돌,,_안전운전 의무 불이행,교차로,교차로내,_,승용차_,_,승용차_,127.7397257,37.87838696,,1.0,있음,20190331
2015,2015-09-24 11:37,주,목,1,3.0,1,1,0,서울,서초구,차대사람,기타,기타,운전자법규위반,기타(운전자법규위반)_,단일로,기타단일로,승용차_,중형_,보행자_,보행자_,127.0167454,37.48427142,,,없음,20230324
2016,2016-08-31 22:00,야간,수,1,1.0,0,0,0,서울,서초구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,_이륜차,_소형,_불명,_불명,127.0124039,37.48223453,45.0,,없음,20230324
2015,2015-04-24 1:26,야,금,1,3.0,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반_,교차로,교차로내,이륜차_,중형_,승용차_,중형_,127.1340288,37.49833055,,,있음,20221227
2017,2017-01-01 2:00,야간,일,1,1.0,0,0,0,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행_,교차로,교차로부근,_승용차,_승용차,_보행자,_보행자,127.133107,37.49874052,28.0,,있음,20221227
2018,2018-05-18 3:30,야,금,1,1.0,0,0,0,서울,송파구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행_,단일로,기타단일로,승용차_,승용차_,화물차_,화물차_,127.1363087,37.49710273,,,있음,20221227
2017,2017-08-30 13:00,주간,수,1,1.0,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반_,단일로,기타단일로,_건설기계,_건설기계,_보행자,_보행자,127.0447733,37.57751069,58.0,,있음,20221226
